,name,adddate,application,conscurvature,convex,density,dualbound,formats,gap,initinfeasibility,laghessianavgblocksize,laghessianmaxblocksize,laghessianminblocksize,maxcoef,mincoef,nbinvars,ncons,ncontvars,ngennlcons,ngennlfunc,nintvars,njacobiannlnz,njacobiannz,nlaghessianblocks,nlaghessiandiagnz,nlaghessiannz,nldensity,nlincons,nlinfunc,nlnz,nloperands,nnlbinvars,nnlfunc,nnlintvars,nnlsemi,nnlvars,nobjnlnz,nobjnz,npolynomcons,npolynomfunc,nquadcons,nquadfunc,nsemi,nsignomcons,nsignomfunc,nsos1,nsos2,nvars,nz,objcurvature,objsense,objtype,opabs,opcentropy,opcos,opcvpower,opdiv,operrorf,opexp,opgamma,oplog,oplog10,opmin,opmod,opmul,oppower,oprpower,opsignpower,opsin,opsqr,opsqrt,optanh,opvcpower,primalbound,probtype,references,source,sourceids
68,autocorr_bern55-55,2014-02-26,Autocorrelated Sequences,indefinite,0.0,0.5089285714285714,-3458788.009,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",13.297711601739476,0.0,55.0,55.0,55.0,40568.0,1.0,55.0,1.0,1.0,0.0,0.0,0.0,55.0,56.0,1.0,0.0,2970.0,1.0,0.0,1.0,55.0,set(),55.0,1.0,0.0,0.0,55.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,57.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,-241912.0,MBNLP,['LiersMarinariPagaczEtal2010'],POLIP(autocorrelated_sequences/bernasconi.55.55),['POLIP']
69,autocorr_bern60-08,2014-02-26,Autocorrelated Sequences,indefinite,0.0,0.5081967213114754,-18696.0,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",1.7526501766784452,0.0,60.0,60.0,60.0,800.0,1.0,60.0,1.0,1.0,0.0,0.0,0.0,60.0,61.0,1.0,0.0,784.0,1.0,0.0,1.0,60.0,set(),60.0,1.0,0.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,62.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,-6792.0,MBNLP,['LiersMarinariPagaczEtal2010'],POLIP(autocorrelated_sequences/bernasconi.60.8),['POLIP']
70,autocorr_bern60-15,2014-02-26,Autocorrelated Sequences,indefinite,0.0,0.5081967213114754,-229124.0,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",4.065528829147506,0.0,60.0,60.0,60.0,6888.0,1.0,60.0,1.0,1.0,0.0,0.0,0.0,60.0,61.0,1.0,0.0,1470.0,1.0,0.0,1.0,60.0,set(),60.0,1.0,0.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,62.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,-45232.0,MBNLP,['LiersMarinariPagaczEtal2010'],POLIP(autocorrelated_sequences/bernasconi.60.15),['POLIP']
71,autocorr_bern60-30,2014-02-26,Autocorrelated Sequences,indefinite,0.0,0.5081967213114754,-2272638.0,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",7.705824216236095,0.0,60.0,60.0,60.0,63280.0,1.0,60.0,1.0,1.0,0.0,0.0,0.0,60.0,61.0,1.0,0.0,2610.0,1.0,0.0,1.0,60.0,set(),60.0,1.0,0.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,62.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,-261048.0,MBNLP,['LiersMarinariPagaczEtal2010'],POLIP(autocorrelated_sequences/bernasconi.60.30),['POLIP']
72,autocorr_bern60-45,2014-02-26,Autocorrelated Sequences,indefinite,0.0,0.5081967213114754,-7001751.333,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",13.631852959492443,0.0,60.0,60.0,60.0,91384.0,1.0,60.0,1.0,1.0,0.0,0.0,0.0,60.0,61.0,1.0,0.0,3300.0,1.0,0.0,1.0,60.0,set(),60.0,1.0,0.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,62.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,-478528.0,MBNLP,['LiersMarinariPagaczEtal2010'],POLIP(autocorrelated_sequences/bernasconi.60.45),['POLIP']
73,autocorr_bern60-60,2014-02-26,Autocorrelated Sequences,indefinite,0.0,0.5081967213114754,-5264679.398,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",14.022369136211108,0.0,60.0,60.0,60.0,54260.0,1.0,60.0,1.0,1.0,0.0,0.0,0.0,60.0,61.0,1.0,0.0,3540.0,1.0,0.0,1.0,60.0,set(),60.0,1.0,0.0,0.0,60.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,62.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,-350456.0,MBNLP,['LiersMarinariPagaczEtal2010'],POLIP(autocorrelated_sequences/bernasconi.60.60),['POLIP']
84,batch0812_nc,2013-09-24,Multi-Product Batch Plant Design,indefinite,0.0,0.030148185998978,2687026.682,"{'gms', 'osil', 'mod', 'py', 'ams', 'nl'}",3.796017383771424e-08,42000.0,40.0,40.0,40.0,485000.0,0.4,36.0,205.0,40.0,0.0,0.0,0.0,208.0,448.0,1.0,20.0,252.0,0.0591836734693877,108.0,108.0,232.0,set(),0.0,98.0,0.0,0.0,40.0,24.0,24.0,0.0,0.0,96.0,96.0,0.0,1.0,2.0,0.0,0.0,76.0,472.0,indefinite,min,signomial,,,,,,,,,,,,,,,,,,,,,,2687026.784,MBNLP,['MINLP48'],"MINLPORG(48,nonconvex2.gms)",['minlp.org']
85,batch_nc,2013-09-24,Multi-Product Batch Plant Design,indefinite,0.0,0.0692041522491349,285506.5055,"{'gms', 'osil', 'mod', 'py', 'ams', 'nl'}",9.456877169547144e-09,24000.0,22.0,22.0,22.0,250000.0,0.6,12.0,67.0,22.0,0.0,0.0,0.0,70.0,148.0,1.0,11.0,93.0,0.1164772727272727,36.0,36.0,82.0,set(),0.0,32.0,0.0,0.0,22.0,12.0,12.0,0.0,0.0,30.0,30.0,0.0,1.0,2.0,0.0,0.0,34.0,160.0,indefinite,min,signomial,,,,,,,,,,,,,,,,,,,,,,285506.5082,MBNLP,['MINLP48'],"MINLPORG(48,nonconvex1.gms)",['minlp.org']
94,beuster,2001-05-01,four membrane pipe modules in feed-and-bleed coupling,indefinite,False,0.0219883688728883,103117.3125,"{'gms', 'osil', 'mod', 'py', 'ams', 'nl'}",0.1281293875846502,79797.14943,7.333333,50.0,1.0,10000000.0,5.555556e-06,52.0,114.0,105.0,4.0,4.0,0.0,159.0,391.0,9.0,21.0,291.0,0.0512572533849129,67.0,68.0,159.0,"{'div', 'log'}",0.0,47.0,0.0,0.0,66.0,0.0,6.0,8.0,8.0,26.0,26.0,0.0,9.0,9.0,0.0,0.0,157.0,397.0,linear,min,linear,,,,,True,,,,True,,,,,,,,,,,,,116329.6706,MBNLP,,GAMSCLIENT,['GAMS clients']
102,blendgap,2005-02-19,,indefinite,False,0.0121936891574353,,"{'gms', 'osil', 'ams'}",inf,9400.0,2.181818,10.0,1.0,1000.0,0.01,66.0,359.0,265.0,99.0,99.0,0.0,407.0,1354.0,121.0,121.0,407.0,0.010752688172043,205.0,205.0,440.0,"{'sqr', 'errorf', 'exp', 'mul'}",0.0,155.0,0.0,0.0,264.0,33.0,99.0,11.0,11.0,44.0,45.0,0.0,0.0,0.0,0.0,0.0,331.0,1453.0,indefinite,min,quadratic,,,,,,1.0,1.0,,,,,,1.0,,,,,1.0,,,,-19134.61029,MBNLP,,GAMSCLIENT,['GAMS clients']
113,casctanks,2013-09-25,Cascading Tanks,indefinite,False,0.0061969111969111,9.044167481,"{'gms', 'osil', 'mod', 'py', 'ams', 'nl'}",0.0131921381653591,9.0,3.75,9.0,2.0,1.0,0.1,40.0,517.0,460.0,0.0,0.0,0.0,434.0,1525.0,80.0,120.0,560.0,0.0078593272171253,300.0,300.0,514.0,set(),40.0,218.0,0.0,0.0,300.0,80.0,80.0,0.0,1.0,157.0,157.0,0.0,60.0,60.0,0.0,0.0,500.0,1605.0,indefinite,min,polynomial,,,,,,,,,,,,,,,,,,,,,,9.163479388,MBNLP,['MINLP140'],"MINLPORG(140,Tank_MINLP2.gms)",['minlp.org']
114,case_1scv2,2013-09-25,Multiproduct CSTR,indefinite,False,0.0029493942827438,122168210.0,"{'gms', 'osil', 'mod', 'py', 'ams', 'nl'}",15485.745870234894,1250.0,205.166667,926.0,61.0,6000.0,0.0002,50.0,1265.0,1506.0,0.0,0.0,0.0,2190.0,4884.0,6.0,611.0,7271.0,0.0036109491952427,565.0,565.0,3116.0,set(),0.0,701.0,0.0,0.0,1231.0,926.0,926.0,300.0,300.0,400.0,400.0,0.0,0.0,1.0,0.0,0.0,1556.0,5810.0,indefinite,max,signomial,,,,,,,,,,,,,,,,,,,,,,7888.565553,MBNLP,['MINLP71'],"MINLPORG(71,caso-1-sc-v2.gms)",['minlp.org']
151,chp_partload,2008-04-22,power plant operation,indefinite,False,0.0012263582726428,20.1587,"{'gms', 'osil', 'mod', 'py', 'ams', 'nl'}",0.1557346227683333,91951.15701,4.231373,17.0,1.0,100000.0,1.0484e-07,45.0,2516.0,2203.0,64.0,64.0,0.0,1916.0,6929.0,255.0,278.0,2318.0,0.0036239148115223,2026.0,2027.0,1916.0,"{'log', 'vcpower', 'mul', 'div', 'sqr'}",8.0,490.0,0.0,0.0,1079.0,0.0,10.0,63.0,63.0,274.0,274.0,0.0,89.0,89.0,0.0,0.0,2248.0,6939.0,linear,min,linear,,,,,True,,,,True,,,,True,,,,,True,,,1.0,23.29810754,MBNLP,['g00526'],,['other']
152,chp_shorttermplan1a,2017-09-11,power plant operation,indefinite,False,0.0029335159228827,214.8391477,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",1.533938313970886e-05,71.29,2.0,2.0,2.0,113.5,3.213554e-05,144.0,2068.0,864.0,0.0,0.0,0.0,576.0,6070.0,144.0,144.0,432.0,0.0052083333333333,1684.0,1685.0,576.0,set(),144.0,384.0,0.0,0.0,288.0,0.0,48.0,192.0,192.0,192.0,192.0,0.0,0.0,0.0,0.0,0.0,1008.0,6118.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,214.8424432,MBNLP,['TaccariAmaldiBischiMartelli2017'],"<A href=""https://github.com/OR-polimi/cchp-minlp/blob/v0.1/instances/inst_1a.gms"">inst_1a</A> from OR-polimi/cchp-minlp GitHub repo",['other']
153,chp_shorttermplan1b,2017-09-11,power plant operation,indefinite,False,0.0017660842576448,246.640913,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",0.0303926510359616,71.29,2.0,2.0,2.0,121.462,3.213554e-05,288.0,3850.0,1392.0,0.0,0.0,0.0,1152.0,11378.0,288.0,288.0,864.0,0.0026041666666666,3082.0,3083.0,1152.0,set(),288.0,768.0,0.0,0.0,576.0,0.0,48.0,384.0,384.0,384.0,384.0,0.0,0.0,0.0,0.0,0.0,1680.0,11426.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,254.1369842,MBNLP,['TaccariAmaldiBischiMartelli2017'],"<A href=""https://github.com/OR-polimi/cchp-minlp/blob/v0.1/instances/inst_1b.gms"">inst_1b</A> from OR-polimi/cchp-minlp GitHub repo",['other']
154,chp_shorttermplan2a,2017-09-11,power plant operation,indefinite,False,0.0016459177352171,245800.185,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",9.239211922853114e-07,101.77,2.0,2.0,2.0,3470.0,9.556935e-05,240.0,3896.0,1344.0,0.0,0.0,0.0,1152.0,10112.0,240.0,240.0,720.0,0.003125,3128.0,3129.0,1152.0,set(),240.0,768.0,0.0,0.0,480.0,0.0,48.0,384.0,384.0,384.0,384.0,0.0,0.0,0.0,0.0,0.0,1584.0,10160.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,245800.4121,MBNLP,['TaccariAmaldiBischiMartelli2017'],"<A href=""https://github.com/OR-polimi/cchp-minlp/blob/v0.1/instances/inst_2a.gms"">inst_2a</A> from OR-polimi/cchp-minlp GitHub repo",['other']
155,chp_shorttermplan2b,2017-09-11,power plant operation,indefinite,False,0.0021588304946625,-162751.4698,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",9.999987937447272e-05,101.77,2.5,3.0,2.0,3136710.0,9.556935e-05,192.0,2552.0,1200.0,0.0,0.0,0.0,1440.0,7624.0,192.0,288.0,1056.0,0.0044642857142857,1880.0,1881.0,1440.0,set(),192.0,672.0,0.0,0.0,480.0,0.0,48.0,480.0,480.0,192.0,192.0,0.0,0.0,0.0,0.0,0.0,1392.0,7672.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,-162735.1963,MBNLP,['TaccariAmaldiBischiMartelli2017'],"<A href=""https://github.com/OR-polimi/cchp-minlp/blob/v0.1/instances/inst_2b.gms"">inst_2b</A> from OR-polimi/cchp-minlp GitHub repo",['other']
157,chp_shorttermplan2d,2017-09-11,power plant operation,indefinite,False,0.0009185628428207,447942.8383,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",0.0756675399223588,301.77,2.272727,3.0,2.0,3136710.0,9.556935e-05,528.0,6838.0,2592.0,0.0,0.0,0.0,2784.0,19552.0,528.0,672.0,2304.0,0.0017261904761904,5494.0,5495.0,2784.0,set(),528.0,1344.0,0.0,0.0,1200.0,0.0,48.0,1008.0,1008.0,336.0,336.0,0.0,0.0,0.0,0.0,0.0,3120.0,19600.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,481837.5709,MBNLP,['TaccariAmaldiBischiMartelli2017'],"<A href=""https://github.com/OR-polimi/cchp-minlp/blob/v0.1/instances/inst_2d.gms"">inst_2d</A> from OR-polimi/cchp-minlp GitHub repo",['other']
175,contvar,2001-05-01,Batch processing,indefinite,False,0.0151730678046467,505581.0702,"{'gms', 'osil', 'mod', 'py', 'ams', 'nl'}",0.600435370097842,5.706218568,9.0,125.0,1.0,360000.0,0.0025,88.0,284.0,208.0,107.0,108.0,0.0,490.0,1240.0,16.0,116.0,1108.0,0.0306712962962962,165.0,165.0,530.0,"{'exp', 'log', 'cvpower', 'mul', 'div', 'sqr'}",0.0,120.0,0.0,0.0,144.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,296.0,1280.0,convex,min,nonlinear,,,,1.0,True,,True,,True,,,,True,,,,,True,,,,809149.8272,MBNLP,,VECCHIETTI,['Vecchietti library']
296,eniplac,2001-08-08,Unit Commitment,indefinite,False,0.019036954087346,-132117.0,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",6.282310377413303e-07,231000.0,2.0,2.0,2.0,657.32,0.0001,24.0,189.0,117.0,0.0,0.0,0.0,48.0,507.0,24.0,24.0,72.0,0.0416666666666666,165.0,166.0,48.0,set(),0.0,24.0,0.0,0.0,48.0,0.0,3.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,510.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,-132117.083,MBNLP,,GAMSCLIENT,['GAMS clients']
301,ex1221,2001-05-01,,indefinite,False,0.5333333333333333,7.667180069,"{'gms', 'osil', 'mod', 'py', 'ams', 'nl'}",0.0,2.0,1.0,1.0,1.0,3.0,0.5,3.0,5.0,2.0,0.0,0.0,0.0,2.0,11.0,2.0,2.0,2.0,0.5,3.0,4.0,2.0,set(),0.0,2.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,16.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,7.667180069,MBNLP,"['g00041', 'g00030']",FLOUDASBOOK(ex12.2.1),['Floudas e.a. handbook']
306,ex1224,2001-05-01,,indefinite,False,0.3409090909090909,-0.9434705,"{'gms', 'osil', 'mod', 'py', 'ams', 'nl'}",0.0,1.0,3.0,3.0,3.0,3.912023,1.0,8.0,7.0,3.0,3.0,3.0,0.0,3.0,27.0,1.0,3.0,9.0,0.5,4.0,4.0,6.0,{'log'},0.0,4.0,0.0,0.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,30.0,indefinite,min,polynomial,,,,,,,,,True,,,,,,,,,,,,,-0.9434705,MBNLP,"['g00041', 'g00002']",FLOUDASBOOK(ex12.2.4),['Floudas e.a. handbook']
307,ex1225,2001-05-01,,indefinite,False,0.2954545454545454,31.0,"{'gms', 'osil', 'mod', 'py', 'ams', 'nl'}",0.0,9.0,2.0,2.0,2.0,10.0,1.0,6.0,10.0,2.0,0.0,0.0,0.0,2.0,24.0,1.0,2.0,4.0,1.0,9.0,10.0,2.0,set(),0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,26.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,31.0,MBNLP,"['g00041', 'g00003']",FLOUDASBOOK(ex12.2.5),['Floudas e.a. handbook']
308,ex1226,2001-05-01,,indefinite,False,0.4666666666666667,-17.0,"{'gms', 'osil', 'mod', 'py', 'ams', 'nl'}",0.0,0.0,2.0,2.0,2.0,11.0,0.5,3.0,5.0,2.0,0.0,0.0,0.0,2.0,12.0,1.0,2.0,4.0,1.0,4.0,5.0,2.0,set(),0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,14.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,-17.0,MBNLP,"['g00041', 'g00003']",FLOUDASBOOK(ex12.2.6),['Floudas e.a. handbook']
312,ex1252,2001-05-01,Pump configuration problem,indefinite,False,0.0681818181818181,128893.741,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",0.0,1560.0,7.0,7.0,7.0,6329.03,7.864407e-08,15.0,43.0,24.0,0.0,0.0,0.0,24.0,105.0,3.0,6.0,60.0,0.1318681318681318,31.0,31.0,36.0,set(),0.0,13.0,0.0,0.0,21.0,12.0,12.0,3.0,4.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,39.0,117.0,indefinite,min,polynomial,,,,,,,,,,,,,,,,,,,,,,128893.741,MBNLP,"['g00041', 'g00017']",FLOUDASBOOK(ex12.5.2),['Floudas e.a. handbook']
313,ex1252a,2001-05-01,Pump configuration problem,indefinite,False,0.1107142857142857,128893.741,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",0.0,1560.0,7.0,7.0,7.0,6329.03,7.864407e-08,3.0,34.0,15.0,0.0,0.0,6.0,24.0,81.0,3.0,6.0,60.0,0.1318681318681318,22.0,22.0,36.0,set(),3.0,13.0,6.0,0.0,21.0,12.0,12.0,3.0,4.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,24.0,93.0,indefinite,min,polynomial,,,,,,,,,,,,,,,,,,,,,,128893.741,MINLP,"['g00041', 'g00017']",modified FLOUDASBOOK(ex12.5.2),['Floudas e.a. handbook']
458,feedtray,2001-05-01,Feed Plate Location,indefinite,False,0.0504258180188256,-68.68413786,"{'gms', 'osil', 'mod', 'py', 'ams', 'nl'}",4.123388746928715,85.71428571,8.888889,9.0,8.0,55570.32,1.22775e-08,7.0,91.0,90.0,27.0,27.0,0.0,282.0,448.0,9.0,9.0,187.0,0.0568548387096774,29.0,30.0,282.0,"{'exp', 'vcpower', 'mul', 'div', 'sqr'}",0.0,62.0,0.0,0.0,80.0,0.0,2.0,9.0,9.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,97.0,450.0,linear,min,linear,,,,,True,,True,,,,,,True,,,,,True,,,True,-13.40599772,MBNLP,['g00028'],GAMSMODELLIB,['GAMS Model Library']
461,fin2bb,2014-03-19,Financial Optimization,indefinite,False,0.0258618794852351,0.0,"{'gms', 'osil', 'mod', 'py', 'ams', 'nl'}",0.0,10344319.08,2.0,2.0,2.0,13670000.0,1.175298e-05,175.0,618.0,413.0,0.0,0.0,0.0,42.0,9392.0,21.0,42.0,84.0,0.0476190476190476,597.0,598.0,42.0,set(),0.0,21.0,0.0,0.0,42.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,0.0,0.0,588.0,9413.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,9.142584466e-12,MBNLP,,AIMMS clients,['other']
504,gams02,2015-02-13,Electricity Storage,indefinite,False,0.0001371392869896,31626536.57,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",1.8288541953362552,3358140.42,4.984456,5.0,2.0,50029.44,1e-08,96.0,14608.0,12592.0,0.0,0.0,0.0,1920.0,25414.0,193.0,192.0,1730.0,0.0023073317871005,13743.0,13744.0,1920.0,set(),0.0,865.0,0.0,0.0,962.0,0.0,6.0,192.0,192.0,673.0,673.0,0.0,0.0,0.0,0.0,0.0,12688.0,25420.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,89466860.66,MBNLP,,GAMSCLIENT,['GAMS clients']
507,gasnet,2001-05-01,Gas Transmission Network Design,indefinite,False,0.0422222222222222,6417617.349,"{'gms', 'osil', 'mod', 'py', 'ams', 'nl'}",0.0906511219604968,1496400.0,38.5,75.0,2.0,10000.0,7.58641e-07,10.0,69.0,80.0,0.0,0.0,0.0,130.0,263.0,2.0,54.0,248.0,0.038370720188902,25.0,26.0,130.0,set(),10.0,44.0,0.0,0.0,77.0,0.0,3.0,0.0,0.0,22.0,22.0,0.0,22.0,22.0,0.0,0.0,90.0,266.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,6999381.562,MBNLP,['g00014'],GAMSMODELLIB,['GAMS Model Library']
515,gastrans,2001-05-01,Gas Transmission,indefinite,False,0.0262893081761006,89.08584,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",0.0,18466.05374,1.875,2.0,1.0,6400.0,0.001688273,21.0,149.0,85.0,0.0,0.0,0.0,45.0,413.0,24.0,24.0,66.0,0.0416666666666666,125.0,126.0,45.0,set(),0.0,24.0,0.0,0.0,45.0,0.0,5.0,21.0,21.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,106.0,418.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,89.08584,MBNLP,['g00012'],"GAMSMODELLIB, Wolf & Smeers formulation",['GAMS Model Library']
516,gastrans040,2015-12-04,Gas Transmission,indefinite,False,0.0080677509931032,0.0,"{'gms', 'osil', 'mod', 'py', 'ams', 'nl'}",0.0,725.0,10.1,47.0,3.0,10000.0,8.5509e-06,0.0,553.0,231.0,117.0,117.0,48.0,315.0,1247.0,10.0,89.0,293.0,0.0231023102310231,418.0,418.0,315.0,"{'div', 'sqr', 'mul', 'abs'}",0.0,135.0,6.0,0.0,101.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,6.0,6.0,0.0,0.0,279.0,1247.0,linear,min,constant,1.0,,,,True,,,,,,,,True,,,,,True,,,,0.0,MINLP,"['HumpolaJoormannOucherifPfetschScheweSchmidtSchwarz2015', 'KochHillerPfetschSchewe2015']","<A href=""http://gaslib.zib.de/"">GasLib</A> instance GasLib-40.gms",['other']
517,gastrans135,2015-12-04,Gas Transmission,indefinite,False,0.001881171641151,0.0,"{'gms', 'osil', 'mod', 'py', 'ams', 'nl'}",0.0,660.0,10.289474,199.0,3.0,10000.0,8.5509e-06,0.0,2472.0,961.0,423.0,423.0,232.0,1190.0,5550.0,38.0,333.0,1129.0,0.0059676044330775,1962.0,1962.0,1190.0,"{'div', 'sqr', 'mul', 'abs'}",0.0,510.0,29.0,0.0,391.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0,29.0,29.0,0.0,0.0,1193.0,5550.0,linear,min,constant,True,,,,True,,,,,,,,True,,,,,True,,,,0.0,MINLP,"['HumpolaJoormannOucherifPfetschScheweSchmidtSchwarz2015', 'KochHillerPfetschSchewe2015']","<A href=""http://gaslib.zib.de/"">GasLib</A> instance GasLib-135.gms",['other']
518,gastrans582_cold13,2015-12-04,Gas Transmission,indefinite,False,0.001046280190845,0.0,"{'gms', 'osil', 'mod', 'py', 'ams', 'nl'}",0.0,5473.908,7.319588,57.0,2.0,19728.94,1.2386e-06,0.0,3732.0,1936.0,842.0,842.0,250.0,2139.0,8538.0,97.0,689.0,1985.0,0.0033142750894807,2823.0,2823.0,2139.0,"{'div', 'sqr', 'mul', 'abs'}",0.0,909.0,18.0,0.0,710.0,0.0,0.0,0.0,0.0,54.0,54.0,0.0,13.0,13.0,0.0,0.0,2186.0,8538.0,linear,min,constant,True,,,,True,,,,,,,,True,,,,,True,,,,0.0,MINLP,"['HumpolaJoormannOucherifPfetschScheweSchmidtSchwarz2015', 'KochHillerPfetschSchewe2015']","<A href=""http://gaslib.zib.de/"">GasLib</A> instance gms-nom-582-np/nomination_cold_13.gms",['other']
519,gastrans582_cold13_95,2015-12-04,Gas Transmission,indefinite,False,0.001046280190845,0.0,"{'gms', 'osil', 'mod', 'py', 'ams', 'nl'}",0.0,5473.908,7.319588,57.0,2.0,19728.94,1.2386e-06,0.0,3732.0,1936.0,842.0,842.0,250.0,2139.0,8538.0,97.0,689.0,1985.0,0.0033142750894807,2823.0,2823.0,2139.0,"{'div', 'sqr', 'mul', 'abs'}",0.0,909.0,18.0,0.0,710.0,0.0,0.0,0.0,0.0,54.0,54.0,0.0,13.0,13.0,0.0,0.0,2186.0,8538.0,linear,min,constant,True,,,,True,,,,,,,,True,,,,,True,,,,0.0,MINLP,"['HumpolaJoormannOucherifPfetschScheweSchmidtSchwarz2015', 'KochHillerPfetschSchewe2015']","<A href=""http://gaslib.zib.de/"">GasLib</A> instance gms-nom-582-95-np/nomination_cold_95_13.gms",['other']
520,gastrans582_cold17,2015-12-04,Gas Transmission,indefinite,False,0.001046280190845,0.0,"{'gms', 'osil', 'mod', 'py', 'ams', 'nl'}",0.0,5473.908,7.319588,57.0,2.0,19728.94,1.2386e-06,0.0,3732.0,1936.0,842.0,842.0,250.0,2139.0,8538.0,97.0,689.0,1985.0,0.0033142750894807,2823.0,2823.0,2139.0,"{'div', 'sqr', 'mul', 'abs'}",0.0,909.0,18.0,0.0,710.0,0.0,0.0,0.0,0.0,54.0,54.0,0.0,13.0,13.0,0.0,0.0,2186.0,8538.0,linear,min,constant,True,,,,True,,,,,,,,True,,,,,True,,,,0.0,MINLP,"['HumpolaJoormannOucherifPfetschScheweSchmidtSchwarz2015', 'KochHillerPfetschSchewe2015']","<A href=""http://gaslib.zib.de/"">GasLib</A> instance gms-nom-582-np/nomination_cold_17.gms",['other']
521,gastrans582_cold17_95,2015-12-04,Gas Transmission,indefinite,False,0.001046280190845,0.0,"{'gms', 'osil', 'mod', 'py', 'ams', 'nl'}",0.0,5473.908,7.319588,57.0,2.0,19728.94,1.2386e-06,0.0,3732.0,1936.0,842.0,842.0,250.0,2139.0,8538.0,97.0,689.0,1985.0,0.0033142750894807,2823.0,2823.0,2139.0,"{'div', 'sqr', 'mul', 'abs'}",0.0,909.0,18.0,0.0,710.0,0.0,0.0,0.0,0.0,54.0,54.0,0.0,13.0,13.0,0.0,0.0,2186.0,8538.0,linear,min,constant,True,,,,True,,,,,,,,True,,,,,True,,,,0.0,MINLP,"['HumpolaJoormannOucherifPfetschScheweSchmidtSchwarz2015', 'KochHillerPfetschSchewe2015']","<A href=""http://gaslib.zib.de/"">GasLib</A> instance gms-nom-582-95-np/nomination_cold_95_17.gms",['other']
